nama_faskes;jenis_faskes;provinsi;kota_kab;alamat;is_support_bpjs;link_maps;;;
RS Khusus Bedah Accuplast;Rumah Sakit Khusus Bedah;Sumatera Utara;Kota Medan;Jl Sei Bahbolon No.40, Kec.Medan Baru, Kota Medan, Sumatera Utara 2015;TRUE;http://maps.google.co.id/?q=3.5915405,98.6692998;;;
RS Umum Methodist;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl M. H. Thamrin No. 105, Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Methodist+Kota+Medan;;;
RS Umum Citra Medika;Rumah Sakit Umum;Sumatera Utara;Labuhan Batu;Jl. Ahmad Yani No. 221 CDEF Rantau Parapat Kel. Kartini, Kec. Rantau Utara;TRUE;http://maps.google.co.id/?q=3.60614,98.757762;;;
RS Umum Daerah Panyabungan;Rumah Sakit Umum;Sumatera Utara;Mandailing Natal;Jl Merdeka No.40, Kayu Jati Panyabungan;TRUE;http://maps.google.co.id/?q=0.86420716,99.56343234;;;
RS TNI Tk. IV 01.07.03;Rumah Sakit Umum;Sumatera Utara;Kota Padang Sidempuan;Jl. Sudirman No.1 Kelurahan : Losung Batu, Kecamatan : Padang Sidempuan.;FALSE;https://www.google.com/maps/search/?api=1&query=RS+TNI+Tk.+IV+01.07.03+Kota+Padang+Sidempuan;;;
RS Umum Artha Medica;Rumah Sakit Umum;Sumatera Utara;Kota Binjai;Binjai Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Artha+Medica+Kota+Binjai;;;
RS Khusus Mata Prima Vision;Rumah Sakit Khusus Mata;Sumatera Utara;Kota Medan;Jl. Pabrik Tenun No.51, RW.53,Kel. Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara, 20114;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Khusus+Mata+Prima+Vision+Kota+Medan;;;
RS Umum Prof. Dr. Boloni;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Robert Wolter Monginsidi No.11 Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Prof.+Dr.+Boloni+Kota+Medan;;;
RS Pratama Kab. Nias Barat;Rumah Sakit Umum;Sumatera Utara;Nias Barat;JL. Budi Utomo Desa Onolimbu Kec. Lahomi ;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Pratama+Kab.+Nias+Barat+Nias+Barat;;;
RS Umum Karya Husada;Rumah Sakit Umum;Sumatera Utara;Simalungun;Jl. Merdeka Nomor 12-18 Kelurahan Perdagangan III Kecamatan Bandar Kabupaten Simalungun;TRUE;-;;;
RS Umum Laras Kabupaten Simalungun;Rumah Sakit Umum;Sumatera Utara;Simalungun;Jl. Desa Naga Jaya I Kec. Bandar Huluan Kab.Simalungun;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Laras+Kabupaten+Simalungun+Simalungun;;;
RS Umum Delia;Rumah Sakit Umum;Sumatera Utara;Langkat;Jln. KI Hajar Dewantara, No 09 Dusun V Desa Sei Limbat Kecamatan Selesai Kabupaten Langkat, Provinsi Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Delia+Langkat;;;
RS Umum Amanda;Rumah Sakit Umum;Sumatera Utara;Karo;Jl Jamin Ginting Simpang Korpri No. 1 Berastagi;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Amanda+Karo;;;
RS Umum Bunda Mulia;Rumah Sakit Umum;Sumatera Utara;Asahan;Jl. Abdi Setia Bakti, Kel. Sei Renggas, Kec. Kota Kisaran Barat, Kab. Asahan, Provinsi Sumatra Utara ;TRUE;http://maps.google.co.id/?q=2.9838172,99.6103796;;;
RS Umum Serenapita;Rumah Sakit Umum;Sumatera Utara;Dairi;Jl. Sisingamangaraja No. 91 Sidikalang;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Serenapita+Dairi;;;
RS Gigi dan Mulut Prima;Rumah Sakit Khusus Gigi dan Mulut;Sumatera Utara;Kota Medan;Jl. Pabrik Tenun No. 103;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Gigi+dan+Mulut+Prima+Kota+Medan;;;
RS Dhillon;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Dahlan Tanjung Komplek Graha Abadi Permai Tanjung Morawa, Deli Serdang;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Dhillon+Deli+Serdang;;;
RS Umum Madani;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Arief Rahman Hakim No.168, Sukaramai I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227, Indonesia;TRUE;http://maps.google.co.id/?q=3.57489,98.70331;;;
RS Umum Sri Pamela;Rumah Sakit Umum;Sumatera Utara;Kota Tebing Tinggi;Jl. Jend. Sudirman No. 299;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Sri+Pamela+Kota+Tebing+Tinggi;;;
RS Ibu dan Anak Stella Maris;Rumah Sakit Khusus Ibu dan Anak;Sumatera Utara;Kota Medan;Jl Samanhudi No.20-22, Kel. Jati, Kec. Medan Maimun, Kota Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Ibu+dan+Anak+Stella+Maris+Kota+Medan;;;
RS Umum Estomihi;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Sisinga Mangaraja 235,Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Estomihi+Kota+Medan;;;
RS Umum Mitra Medika;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. K.L. Yos Sudarso Km 7,5 Tanjung Mulia,Medan;TRUE;http://maps.google.co.id/?q=3.644136,98.662749;;;
RS Umum Kasih Permata Dara;Rumah Sakit Umum;Sumatera Utara;Batu Bara;Jl. Lintas Sumatera No. 215 Sipare-pare Kec. Air Putih Kab. Batubara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Kasih+Permata+Dara+Batu+Bara;;;
RS Umum Bethesda Gunungsitoli;Rumah Sakit Umum;Sumatera Utara;Kota Gunungsitoli;Jl Diponegoro No.375 C Desa sifalaete Tabaoloho Kecamatan Gunungsitoli Kota Gunungsitoli;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Bethesda+Gunungsitoli+Kota+Gunungsitoli;;;
RS Umum HKBP Balige;Rumah Sakit Umum;Sumatera Utara;Toba Samosir;Jl. Gereja No.17, Balige;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+HKBP+Balige+Toba+Samosir;;;
RS Umum Lasmi Kartika;Rumah Sakit Umum;Sumatera Utara;Batu Bara;Jl Pancasila Dusun X Desa Tanah Tinggi;TRUE;http://maps.google.co.id/?q=3.252248,99.370096;;;
RS Khusus Mata Provinsi Sumatera Utara;Rumah Sakit Khusus Mata;Sumatera Utara;Kota Medan;Jl. Kapten Sumarsono No 01 Kelurahan Helvetia Timur Kecamatan Medan Helvetia;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Khusus+Mata+Provinsi+Sumatera+Utara+Kota+Medan;;;
RS Umum Daerah Dr. FL Tobing Sibolga;Rumah Sakit Umum;Sumatera Utara;Kota Sibolga;Jl Dr. F.L. Tobing No. 35 Sibolga;TRUE;http://maps.google.co.id/?q=1.743862,98.777888;;;
RS Ibu dan Anak Badrul Aini;Rumah Sakit Khusus Ibu dan Anak;Sumatera Utara;Kota Medan;Jln. Bromo Gg.Sukri No.18 Kel.Tegal Sari III  Kec.Medan Area Kota Medan Sumatera Utara ;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Ibu+dan+Anak+Badrul+Aini+Kota+Medan;;;
RS Umum Bina Kasih;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Jend. TB.Simatupang No.148 Sunggal ;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Bina+Kasih+Kota+Medan;;;
RS AL Dr. Komang Makes Belawan;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Bengkalis  No.1  Kel Belawan 1 Kec. Medan Belawan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+AL+Dr.+Komang+Makes+Belawan+Kota+Medan;;;
RS Umum Hartati Medical Centre;Rumah Sakit Umum;Sumatera Utara;Labuhan Batu;Jl. Siringo-ringo No. 150 Rantauprapat, Kel. Binaraga, Kec. Rantau Utara, Kab. Labuhan Batu, Provinsi Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Hartati+Medical+Centre+Labuhan+Batu;;;
RS Umum Daerah Gunung Tua;Rumah Sakit Umum;Sumatera Utara;Padang Lawas Utara;Jl Raya gunung Tua - Binangan KM 6 Aek Haruaya;TRUE;http://maps.google.co.id/?q=1.49071085,99.6334219;;;
RS Khusus Bedah Setia Budi;Rumah Sakit Khusus Bedah;Sumatera Utara;Kota Medan;Jl. Mesjid No. 3 Kelurahan Tanjung Rejo, Kecamatan Medan Sunggal, Kota Medan, Sumatera Utara Kode Pos 20122;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Khusus+Bedah+Setia+Budi+Kota+Medan;;;
RS Ibu dan Anak Murni Teguh Rosiva;Rumah Sakit Khusus Ibu dan Anak;Sumatera Utara;Kota Medan;Jl. Bangka No. 15 Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Ibu+dan+Anak+Murni+Teguh+Rosiva+Kota+Medan;;;
RS Umum Yoshua;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Medan - Lubuk Pakam N0. 70;TRUE;-;;;
RS Umum Daerah Perdagangan;Rumah Sakit Umum;Sumatera Utara;Simalungun;Jl. Radjadmin Purba, SH. Perdagangan;TRUE;http://maps.google.co.id/?q=2.961813,99.050177;;;
RS Umum Daerah Sultan Sulaiman Syariful Alamsyah;Rumah Sakit Umum;Sumatera Utara;Serdang Bedagai;Jl. Negara Km. 58 No. 315, Kecamatan Sei Rampah Kabupaten Serdang Bedagai, Provinsi Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Daerah+Sultan+Sulaiman+Syariful+Alamsyah+Serdang+Bedagai;;;
RS Ibu dan Anak Maharani;Rumah Sakit Khusus Ibu dan Anak;Sumatera Utara;Deli Serdang;Jl. Sultan Serdang No. 100, Desa Buntu Bedimbar, Kecamatan Tanjung  Morawa, Kabupaten Deli Serdang, Provinsi Sumatera Utara 20362;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Ibu+dan+Anak+Maharani+Deli+Serdang;;;
RS Umum Full Bethesda;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl Binjai Km.10,8/Jl. Sama No.71 kec. sunggal ;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Full+Bethesda+Deli+Serdang;;;
RS Umum Harapan;Rumah Sakit Umum;Sumatera Utara;Kota Pematang Siantar;Jl Farel Pasaribu No. 21;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Harapan+Kota+Pematang+Siantar;;;
RS Umum Siloam Dhirga Surya;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Imam Bonjol No. 6;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Siloam+Dhirga+Surya+Kota+Medan;;;
RS Tk. II Putri Hijau Medan;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Putri Hijau No. 17, Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Tk.+II+Putri+Hijau+Medan+Kota+Medan;;;
RS Ibu dan Anak Pramaliesa;Rumah Sakit Khusus Ibu dan Anak;Sumatera Utara;Deli Serdang;Jl. Rumbia Sena No. 65 Desa Baru;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Ibu+dan+Anak+Pramaliesa+Deli+Serdang;;;
RS Umum Daerah Batu Bara;Rumah Sakit Umum;Sumatera Utara;Batu Bara;Jl Datuk Kubah Batu Bara, Kwala  Gunung Kec. Datuk Lima Puluh Kab. Batu Bara;TRUE;http://maps.google.co.id/?q=3.172013,99.422887;;;
RS Umum Karya Bakti Ujung Bandar;Rumah Sakit Umum;Sumatera Utara;Labuhan Batu;Jalan Karya Bakti No. 20 Kelurahan Ujung Bandar Kecamatan Rantau Selatan Kabupaten Labuhanbatu Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Karya+Bakti+Ujung+Bandar+Labuhan+Batu;;;
RS Khusus Gigi dan Mulut Univ. Sumatera Utara;Rumah Sakit Khusus Gigi dan Mulut;Sumatera Utara;Kota Medan;Jl Alumni No.2 Kampus USU Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Khusus+Gigi+dan+Mulut+Univ.+Sumatera+Utara+Kota+Medan;;;
RS Umum Imelda Pekerja Indonesia;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Bilal No. 24, kel.Pulo Brayan Darat I, Kec.Medan Timur, Kode Pos 20239;TRUE;http://maps.google.co.id/?q=3.622922,98.674714;;;
RS Sri Pamela Torgamba;Rumah Sakit Umum;Sumatera Utara;Labuhan Batu Selatan;Jl. Lintas Sumatera - Riau KM. 380;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Sri+Pamela+Torgamba+Labuhan+Batu+Selatan;;;
RS Umum Mitra Guray Petumbukan;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Besar Petumbukan No. 29, Kec. Galang;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Mitra+Guray+Petumbukan+Deli+Serdang;;;
RS Bhayangkara Tk.III Kota Tebing Tinggi;Rumah Sakit Umum;Sumatera Utara;Kota Tebing Tinggi;Jl Pahlawan No 17;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Bhayangkara+Tk.III+Kota+Tebing+Tinggi+Kota+Tebing+Tinggi;;;
RS Umum Sylvani;Rumah Sakit Umum;Sumatera Utara;Kota Binjai;Jl Perintis Kemerdekaan No. 21;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Sylvani+Kota+Binjai;;;
RS Umum Daerah Dr. Djasamen Saragih;Rumah Sakit Umum;Sumatera Utara;Kota Pematang Siantar;Jl. Sutomo No. 230, Pematangsiantar;TRUE;http://maps.google.co.id/?q=2.958877,99.069426;;;
RS Umum Metta Medika;Rumah Sakit Umum;Sumatera Utara;Kota Sibolga;Jl Sutoyo Siswomiharjo No 34 Sibolga;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Metta+Medika+Kota+Sibolga;;;
RS Umum Islam Malahayati;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Pangeran Diponegoro No.2-4 Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Islam+Malahayati+Kota+Medan;;;
RS Umum Wahyu;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Padang No. 25 Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Wahyu+Kota+Medan;;;
RS Umum Daerah Pandan;Rumah Sakit Umum;Sumatera Utara;Tapanuli Tengah;Jl. Dr. FL. Tobing No. 05 Pandan;TRUE;http://maps.google.co.id/?q=1.681521,98.822764;;;
RS Umum Mahawira Prima Indonesia;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Cemara No. 16;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Mahawira+Prima+Indonesia+Deli+Serdang;;;
RS Grandmed ;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl Medan km. 25 no. 66 Lubuk Pakam;TRUE;http://maps.google.co.id/?q=3.568688,98.704703;;;
RS Umum Daerah Kabupaten Karo;Rumah Sakit Umum;Sumatera Utara;Karo;Jl. Kapten Selamat Ketaren  Kabanjahe;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Daerah+Kabupaten+Karo+Karo;;;
RS Umum Hidayah;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Medan - Deli Tua KM. 8.5 No. 55, Suka Makmur, Kec. Deli Tua, Kabupaten. Deli Serdang, Sumatera Utara;TRUE;http://maps.google.co.id/?q=-7.4271377,109.2607739;;;
RS Umum Daerah Tanjung Pura;Rumah Sakit Umum;Sumatera Utara;Langkat;Jl. Khairil Anwar No. 9-11 Tanjung Pura;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Daerah+Tanjung+Pura+Langkat;;;
RS Umum Rahmad Hidayah;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl Limau Manis Pasar XIII No.61, Desa Limau Manis, Kecamatan Tanjung Morawa, Kabupaten Deli Serdang, Provinsi Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Rahmad+Hidayah+Deli+Serdang;;;
RS Umum Mitra Medika Amplas;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Sisingamangaraja No. 11 Kelurahan Harjosari 1 Kecamatan Medan Amplas;TRUE;-;;;
RS Umum Deli;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Merbabu No.18-20 A Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Deli+Kota+Medan;;;
RS Umum Tere Margareth;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Ring Road Setia Budi Kel. Tj. Sari;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Tere+Margareth+Kota+Medan;;;
RS Umum Daerah dr. M. Thomsen Nias;Rumah Sakit Umum;Sumatera Utara;Nias;Jl dr. Ciptomangunkusumo No. 15 Gunungsitoli;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Daerah+dr.+M.+Thomsen+Nias+Nias;;;
RS SUFINA AZIZ;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Karya Baru No.1,Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+SUFINA+AZIZ+Kota+Medan;;;
RS Umum Pusat H. Adam Malik;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Bunga Lau No. 17, Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Pusat+H.+Adam+Malik+Kota+Medan;;;
RS Umum Tiara Kasih Sejati;Rumah Sakit Umum;Sumatera Utara;Kota Pematang Siantar;Jl Menambin No.4, Timbang Galung, Pematangsiantar;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Tiara+Kasih+Sejati+Kota+Pematang+Siantar;;;
RS Dokter Takdir;Rumah Sakit Umum;Sumatera Utara;Labuhan Batu;Jl. Siringo-ringo No. 11-13 ,Kelurahan Siringo-ringo,Kecamatan Rantau Utara,Kabupaten Labuhan Batu,Provinsi Sumatera Utara.;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Dokter+Takdir+Labuhan+Batu;;;
RS Umum Ibu Kartini;Rumah Sakit Umum;Sumatera Utara;Asahan;Jl sech silau lk v, Kel. sei renggas kec, kota kisaran barat;TRUE;http://maps.google.co.id/?q=2.974032,99.607438;;;
RS Sri Pamela Membang Muda;Rumah Sakit Umum;Sumatera Utara;Labuhan Batu Utara;Jl. Lintas Sumatera Km. 224 Desa Perkebunan Membang Muda, Kec. Kualuh Hulu, Kab. Labuhanbatu Utara, Prov. Sumatera Utara.;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Sri+Pamela+Membang+Muda+Labuhan+Batu+Utara;;;
RS Umum Sawit Indah Perbaungan;Rumah Sakit Umum;Sumatera Utara;Serdang Bedagai;Jl May.Jend (Purn) H.T. Rizal Nurdin No.10 Perbaungan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Sawit+Indah+Perbaungan+Serdang+Bedagai;;;
RS Jiwa Bina Karsa Tuntungan;Rumah Sakit Khusus Jiwa;Sumatera Utara;Deli Serdang;Jl. Besar Tuntungan No. 142G Desa Tuntungan I Kec. Pancur Batu;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Jiwa+Bina+Karsa+Tuntungan+Deli+Serdang;;;
RS Umum Vita Insani;Rumah Sakit Umum;Sumatera Utara;Kota Pematang Siantar;Jl. Merdeka No.329 Kel. Pahlawan Kec. Siantar Timur Kota Pematang Siantar;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Vita+Insani+Kota+Pematang+Siantar;;;
RS Ibu dan Anak Grand Fatimah;Rumah Sakit Khusus Ibu dan Anak;Sumatera Utara;Kota Binjai;Jl. Sultan Hasanuddin No. 67, Kel. Kartini, Kec. Binjai Kota, Kota Binjai;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Ibu+dan+Anak+Grand+Fatimah+Kota+Binjai;;;
RS Umum Lina;Rumah Sakit Umum;Sumatera Utara;Asahan;Jl. Lintas Sumatera Lingkungan II Kelurahan Aek Loba Pekan Kecamatan Aek Kuasan Kabupaten Asahan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Lina+Asahan;;;
RS Umum Sundari;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Jend. T.B.Simatupang No.31,Kampung Lalang, Kec. Medan Sunggal, Medan, Sumatera Utara;TRUE;http://maps.google.co.id/?q=3.595976,98.610044;;;
RS Umum Natama;Rumah Sakit Umum;Sumatera Utara;Kota Tebing Tinggi;Jl. Kartini No. 30A Tebing Tinggi;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Natama+Kota+Tebing+Tinggi;;;
RS Umum Flora;Rumah Sakit Umum;Sumatera Utara;Labuhan Batu Utara;Jl. Jenderal Sudirman No. 29 Aek Kanopan  Kec.kualuh Hulu kab.Labuhanbatu utara/Kota. Aek kanopan provinsi Sumatera Utara kode pos 21457.;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Flora+Labuhan+Batu+Utara;;;
RS Umum Daerah Dr. Hadrianus Sinaga;Rumah Sakit Umum;Sumatera Utara;Samosir;Jl .Dr. Hadrianus Sinaga No. 86 Pangururan;TRUE;http://maps.google.co.id/?q=2.596208,98.706365;;;
RS Umum Mitra Medika;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Medan - Batang Kuis Dusun XI Emplasmen, Desa Bandar Klippa, Kecamatan Percut Sei Tuan;TRUE;http://maps.google.co.id/?q=3.644136,98.662749;;;
RS Umum Daerah Drs. H. Amri Tambunan;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Thamrin Lubuk Pakam, Desa/Kel. Lubuk Pakam Pekan, Kec. Lubuk Pakam;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Daerah+Drs.+H.+Amri+Tambunan+Deli+Serdang;;;
RS Umum Daerah  Aek Kanopan;Rumah Sakit Umum;Sumatera Utara;Labuhan Batu Utara;Jl. Lintas Sumatera Desa Sidua-dua Kec. Kualuh Selatan Kab. Labuhan Batu Utara Provinsi Sumatera Utara;TRUE;http://maps.google.co.id/?q=2.567442,99.653701;;;
RS Umum Pertamina Pangkalan Brandan;Rumah Sakit Umum;Sumatera Utara;Langkat;Jl. Wahidin No. 1 Pangkalan Brandan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Pertamina+Pangkalan+Brandan+Langkat;;;
RS Umum Raskita;Rumah Sakit Umum;Sumatera Utara;Kota Binjai;Jl. Let. Jend. Jamin Ginting No. 362 Binjai, Kec. Binjai Selatan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Raskita+Kota+Binjai;;;
RS Umum Melati ;Rumah Sakit Umum;Sumatera Utara;Serdang Bedagai;Jl Deli No. 105-115 Perbaungan, Serdang Bedagai;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Melati++Serdang+Bedagai;;;
RS Umum Hermina Medan;Rumah Sakit Umum;Sumatera Utara;Kota Medan;JL. ASRAMA KEL. SEI SIKAMBING C II, KEC. MEDAN HELVETIA;TRUE;-;;;
RS Umum Patar Asih;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;JL BAKARAN BATU NO. 188 DESA TUMPATAN KECAMATAN BERINGIN;TRUE;http://maps.google.co.id/?q=3.584942,98.695358;;;
RS Umum Advent Medan;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Jend Gatot Subroto Km.4, Kel Sei Sikambing D, Kec Medan Petisah, Kota Medan, Provinsi Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Advent+Medan+Kota+Medan;;;
RS Umum Daerah Padang Sidempuan;Rumah Sakit Umum;Sumatera Utara;Kota Padang Sidempuan;Jl Dr. F.L. Tobing No. 10, Kel. Wek. V Kec. Padangsidimpuan Utara Kota Padangsidimpuan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Daerah+Padang+Sidempuan+Kota+Padang+Sidempuan;;;
RS Tk. IV 01.07.02 Binjai;Rumah Sakit Umum;Sumatera Utara;Kota Binjai;Jl. Bandung No.4 Binjai;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Tk.+IV+01.07.02+Binjai+Kota+Binjai;;;
RS Umum Martha Friska Multatuli;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl Multatuli Komplek Taman Multatuli Indah No.1 Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Martha+Friska+Multatuli+Kota+Medan;;;
RS Umum Sarah;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Baja Raya No. 10 Kelurahan  Petisah Tengah Kecamatan   Medan Petisah  Kota Medan Propinsi  Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Sarah+Kota+Medan;;;
RS Umum Mitra Sehat;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Sei Merah No. 300/21  Desa Dagang Kerawan - Tanjung Morawa, Deli Serdang;TRUE;http://maps.google.co.id/?q=-7.80821,110.288177;;;
RS Umum Balimbingan PTP 4;Rumah Sakit Umum;Sumatera Utara;Simalungun;Desa Balimbingan, Kecamatan Tanah Jawa, Kabupaten Simalungun, Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Balimbingan+PTP+4+Simalungun;;;
RS Umum Sembiring Deli Tua;Rumah Sakit Umum;Sumatera Utara;Deli Serdang;Jl. Besar No.77, Deli Tua;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Sembiring+Deli+Tua+Deli+Serdang;;;
RS Khusus Paru Sumatera Utara;Rumah Sakit Khusus Paru;Sumatera Utara;Kota Medan;Jl. Setia Budi Pasar II No 84, Kelurahan Tj. Sari, Kecamatan Medan Selayang,  Kota Medan  Provinsi Sumatera Utara;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Khusus+Paru+Sumatera+Utara+Kota+Medan;;;
RS Murni Teguh Pematang Siantar;Rumah Sakit Umum;Sumatera Utara;Kota Pematang Siantar;Jl. Siantar - Medan KM 4.5 Kel. Nagapita;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Murni+Teguh+Pematang+Siantar+Kota+Pematang+Siantar;;;
RS Umum Murni Teguh Methodist Susanna Wesley;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Harmonika Baru Pasar I Padang Bulan Selayang II;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Murni+Teguh+Methodist+Susanna+Wesley+Kota+Medan;;;
RS Umum Setio Husodo;Rumah Sakit Umum;Sumatera Utara;Asahan;Jl SM. Raja No.67 Kisaran;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Setio+Husodo+Asahan;;;
RS Umum Daerah Dr. H. Kumpulan Pane;Rumah Sakit Umum;Sumatera Utara;Kota Tebing Tinggi;Jl Dr. Kumpulan Pane No.226 Kec Kota Tebing Tinggi Kel. Bandar Utama;TRUE;http://maps.google.co.id/?q=3.329641,99.155891;;;
RS Umum Wulan Windy;Rumah Sakit Umum;Sumatera Utara;Kota Medan;Jl. Marelan Raya No. 17 Rengas Pulau - Medan;FALSE;https://www.google.com/maps/search/?api=1&query=RS+Umum+Wulan+Windy+Kota+Medan;;;
